TargetImage,ChangeInConfidence,PercentChangeInConfidence,Success
testing/yaleB01/image0.jpg,-0.46422192,-0.6245106,0
testing/yaleB02/image0.jpg,-0.68916345,-0.8125038,1
testing/yaleB03/image0.jpg,-0.45368823,-0.5300396,0
testing/yaleB04/image0.jpg,-0.48331276,-0.93251675,1
testing/yaleB05/image0.jpg,-0.47502154,-0.48943046,0
testing/yaleB06/image0.jpg,-0.36666518,-0.69492024,0
testing/yaleB07/image0.jpg,-0.6711458,-0.808059,1
testing/yaleB08/image0.jpg,-0.2758616,-0.4796547,0
testing/yaleB09/image0.jpg,-0.44684842,-0.53836536,0
testing/yaleB10/image0.jpg,-0.36167228,-0.8688177,1
testing/yaleB11/image0.jpg,-0.38700265,-0.62491494,0
testing/yaleB12/image0.jpg,-0.44586855,-0.52932376,0
testing/yaleB13/image0.jpg,-0.61915433,-0.84952253,1
testing/yaleB15/image0.jpg,-0.1872603,-0.40567964,0
testing/yaleB16/image0.jpg,-0.5426073,-0.8776151,1
testing/yaleB17/image0.jpg,-0.55108935,-0.9439284,1
testing/yaleB18/image0.jpg,-0.23506746,-0.4382918,0
testing/yaleB19/image0.jpg,-0.16873369,-0.31780756,0
testing/yaleB20/image0.jpg,-0.73794943,-0.9272998,1
testing/yaleB21/image0.jpg,-0.7341641,-0.9698115,1
testing/yaleB22/image0.jpg,0.0,0.0,0
testing/yaleB23/image0.jpg,-0.33187917,-0.87284154,1
testing/yaleB24/image0.jpg,-0.4253514,-0.59092164,0
testing/yaleB25/image0.jpg,-0.3244998,-0.7097359,1
testing/yaleB26/image0.jpg,-0.3393624,-0.8676163,1
testing/yaleB27/image0.jpg,-0.3397544,-0.3563875,0
testing/yaleB28/image0.jpg,0.0,0.0,0
testing/yaleB29/image0.jpg,-0.67147404,-0.85073274,1
testing/yaleB30/image0.jpg,-0.24249637,-0.25109175,0
testing/yaleB31/image0.jpg,-0.516253,-0.75278795,0
testing/yaleB32/image0.jpg,-0.04798764,-0.107596,0
testing/yaleB33/image0.jpg,-0.13777128,-0.35575163,0
testing/yaleB34/image0.jpg,-0.20457232,-0.21945864,0
testing/yaleB35/image0.jpg,-0.40068388,-0.64139736,1
testing/yaleB36/image0.jpg,-0.27953205,-0.5575771,0
testing/yaleB37/image0.jpg,-0.7780849,-0.88798636,1
testing/yaleB38/image0.jpg,-0.38172033,-0.4584797,0
testing/yaleB39/image0.jpg,-0.21086699,-0.33619735,0
